homelon;homelat;homecontinent;n
2.44;41.54;Europe;149
2.44;44.93;Europe;4
2.44;48.63;Europe;18
2.44;48.85;Europe;2
2.44;51.02;Europe;2
2.45;48.86;Europe;9
2.47;48.79;Europe;12
2.48;39.49;NA;7
2.48;41.57;Europe;2
2.48;41.59;Europe;2
2.48;48.91;Europe;4
2.51;48.8;Europe;2
2.52;49.27;Europe;2
2.53;49.66;Europe;3
2.54;41.59;Europe;2
2.54;42.6;Europe;9
2.54;48.94;Europe;3
2.55;50.49;Europe;6
2.64;48.85;Europe;112
2.65;39.57;Europe;63
2.72;39.54;Europe;2
2.72;48.4;Europe;2
2.72;50.45;Europe;2
2.75;39.5;Europe;2
2.78;50.29;Europe;38
2.79;41.68;Europe;3
2.8;50.56;Europe;2
2.81;48.86;Europe;2
2.82;41.98;Europe;48
2.83;42.37;Europe;19
2.84;41.7;Europe;7
2.86;39.53;Europe;9
2.89;42.69;Europe;13
2.89;49.24;Europe;4
2.93;42.68;Europe;2
2.93;51.22;Europe;3
2.96;42.27;Europe;2
2.97;50.62;Europe;2
2.98;43.03;Europe;9
3;41.81;Europe;4
3;43.18;Europe;17
3;48.84;Europe;2
3.01;41.79;Europe;3
3.02;39.7;Europe;45
3.02;42.55;Europe;6
3.02;42.93;Europe;2
3.02;45.71;Europe;2
3.03;42.91;Europe;166
3.04;42.86;Europe;8
3.05;41.83;Europe;3
3.05;50.69;Europe;2
3.06;36.75;Africa;2
3.06;50.63;Europe;64
3.07;47.26;Europe;2
3.07;50.64;Europe;2
3.08;39.91;Europe;4
3.08;42.19;Europe;2
3.09;43.11;Europe;3
3.09;45.78;Europe;30
3.1;50.57;Europe;3
3.12;39.85;Europe;11
3.12;42.12;Europe;2
3.13;43.28;Europe;2
3.14;50.62;Europe;4
3.16;42.27;Europe;1630
3.2;6.41;Africa;9
3.21;39.57;Europe;2
3.21;42.26;Europe;19
3.22;43.34;Europe;5
3.23;42.32;Europe;3
3.24;50.17;Europe;3
3.25;45.54;Europe;2
3.26;43.59;Europe;17
3.26;50.39;Europe;16
3.28;39.74;Europe;6
3.28;43.89;Europe;4
3.29;44.55;Europe;2
3.29;51.35;Europe;8
3.34;45.7;Europe;9
3.38;6.52;Africa;29
3.43;6.45;NA;2
3.48;43.31;Europe;8
3.5;51.56;Europe;2
3.52;50.36;Europe;4
3.52;50.99;Europe;3
3.52;56.51;NA;2
3.57;51.45;NA;2
3.59;44;Europe;4
3.6;6.46;Africa;2
3.6;50.85;Europe;4
3.61;43.43;Europe;2
3.61;51.5;Europe;13
3.64;44.08;Europe;2
3.65;47.85;Europe;2
3.69;51.05;Europe;2
3.72;51.05;Europe;9
3.73;43.79;Europe;2
3.77;43.46;Europe;6
3.83;40;NA;2
3.84;40;NA;9
3.84;51.74;Europe;7
3.85;51.49;Europe;28
3.86;51.77;NA;2
3.88;43.6;Europe;2
3.88;43.61;Europe;149
3.91;46.07;Europe;4
3.93;43.53;NA;30
3.94;51.81;NA;3
3.95;7.38;Africa;2
3.95;43.53;NA;9
3.95;51.68;Europe;5
3.98;50.46;Europe;4
4.03;49.26;Europe;5
4.05;45.98;Europe;4
4.07;46.03;Europe;4
4.07;48.3;Europe;3
4.09;43.56;NA;2
4.11;39.95;Europe;2
4.13;51.83;Europe;4
4.13;51.98;Europe;2
4.22;52;Europe;2
4.23;50.74;Europe;2
4.24;45.56;Europe;7
4.24;52;Europe;2
4.29;51.49;Europe;4
4.3;52.07;Europe;97
4.3;52.1;Europe;4
4.34;51.18;Europe;17
4.35;50.85;Europe;55
4.36;43.84;Europe;15
4.36;50.83;Europe;5
4.36;52.01;Europe;6
4.37;50.83;Europe;2
4.38;47.05;Europe;2
4.39;45.44;Europe;8
4.4;51.22;Europe;53
4.4;51.92;Europe;5
4.4;52.08;Europe;3
4.4;52.14;Europe;2
4.41;52.2;Europe;2
4.43;46.81;Europe;3
4.44;51.73;Europe;2
4.44;52.16;Europe;2
4.44;52.23;Europe;3
4.45;52.24;Europe;2
4.46;51.22;Europe;2
4.47;47.56;Europe;5
4.47;48.79;Europe;4
4.47;50.5;Europe;118
4.48;51.92;Europe;27
4.48;52.04;Europe;2
4.49;45.88;Europe;7
4.49;46.58;Europe;3
4.49;50.9;Europe;3
4.49;51.29;Europe;2
4.5;52.16;Europe;7
4.52;50.42;Europe;4
4.65;52.39;Europe;8
4.67;45.24;Europe;6
4.68;52.35;Europe;4
4.69;51.81;Europe;4
4.7;50.88;Europe;7
4.7;52.01;Europe;2
4.73;49.76;Europe;2
4.73;52.64;Europe;2
4.75;52.63;Europe;3
4.77;51.57;Europe;3
4.78;43.83;Europe;4
4.78;52.69;Europe;6
4.8;43.39;NA;3
4.8;43.96;Europe;2
4.8;52.79;Europe;4
4.8;53.05;Europe;3
4.81;43.95;Europe;554
4.81;45.79;Europe;2
4.81;52.69;Europe;6
4.83;45.07;Europe;6
4.84;45.75;Europe;2
4.84;45.76;Europe;116
4.84;45.8;Europe;2
4.84;47.03;Europe;12
4.87;50.47;Europe;4
4.87;52.31;Europe;3
4.88;45.74;Europe;3
4.89;44.93;Europe;4
4.89;45.77;Europe;2
4.89;52.37;Europe;4
4.89;52.38;Europe;16
4.9;52.08;Europe;2
4.9;52.35;Europe;3
4.9;52.37;Europe;153
4.9;52.38;Europe;2
4.91;45.73;Europe;2
4.92;45.78;Europe;2
4.92;52.35;Europe;2
4.95;43.81;Europe;2
4.95;45.69;Europe;8
4.95;50.3;Europe;2
4.96;6.15;Africa;3
4.96;52.36;Europe;2
4.99;43.51;Europe;4
5.04;47.32;Europe;3
5.05;48.6;Europe;2
5.06;51.59;Europe;7
5.06;52.64;Europe;2
5.1;43.64;Europe;10
5.11;43.33;NA;675
5.12;52.09;Europe;17
5.14;44.06;Europe;2
5.18;52.11;Europe;2
5.19;52;Europe;3
5.21;45.04;Europe;3
5.22;44.25;Europe;2
5.22;52.37;Europe;4
5.23;51.48;Europe;3
5.24;52.26;Europe;32
5.25;43.46;Europe;2
5.26;52.35;Europe;2
5.29;52.05;Europe;6
5.29;52.13;Europe;148
5.31;43.59;Europe;8
5.32;43.46;Europe;2
5.35;53.4;Europe;5
5.36;43.29;NA;2
5.37;43.3;Europe;1749
5.37;43.31;Europe;9
5.38;43.3;Europe;2
5.38;43.31;Europe;3
5.39;52.16;Europe;6
5.43;51.89;Europe;2
5.43;52.13;Europe;2
5.43;53.17;Europe;2
5.45;43.53;Europe;17
5.45;45.17;Europe;14
5.45;51.36;Europe;2
5.45;52.98;Europe;7
5.47;43.45;Europe;2
5.47;50.05;Europe;5
5.47;51.44;Europe;11
5.47;52.52;Europe;3
5.48;51.44;Europe;2
5.5;46.64;Europe;2
5.54;43.22;Europe;6
5.55;52.03;Europe;4
5.57;52.88;Europe;2
5.59;43.39;Europe;2
5.61;43.17;NA;3
5.63;51.05;Europe;2
5.65;58.74;Europe;2
5.66;43.7;Europe;28
5.66;53.03;Europe;13
5.66;53.44;NA;2
5.67;51.97;Europe;12
5.68;46.2;Europe;2
5.69;50.85;Europe;3
5.71;43.18;Europe;2
5.71;45.18;Europe;2
5.72;45.19;Europe;45
5.72;50.81;Europe;6
5.73;58.97;Europe;3
5.74;51.16;Europe;2
5.77;53.45;Europe;2
5.8;43.08;NA;21
5.84;51.81;Europe;3
5.86;45.65;Europe;2
5.88;43.1;Europe;5
5.88;48.62;Europe;7
5.89;43.49;Europe;4
5.89;51;Europe;4
5.89;51.91;Europe;8
5.9;51.99;Europe;8
5.93;43.12;Europe;41
5.93;45;Europe;4
5.94;44.69;Europe;3
5.97;52.21;Europe;5
6.02;43.13;Europe;14
6.02;47.24;Europe;5
6.04;44.45;Europe;2
6.07;43.1;Europe;7
6.07;43.94;Europe;81
6.08;44.56;Europe;8
6.08;50.78;Europe;4
6.08;52.52;Europe;3
6.13;43.12;Europe;9
6.13;45.9;Europe;21
6.13;46.21;Europe;2
6.13;49.82;Europe;43
6.14;46.2;Europe;88
6.15;62.47;NA;2
6.16;52.27;Europe;7
6.17;45.86;Europe;2
6.17;49.36;Europe;3
6.18;48.69;Europe;4
6.18;49.12;Europe;7
6.21;44.01;Europe;3
6.21;48.87;Europe;4
6.23;46.38;Europe;5
6.23;48.71;Europe;4
6.24;43.47;Europe;30
6.27;49.58;Europe;11
6.37;43.14;NA;2
6.42;45.9;Europe;10
6.44;51.18;Europe;2
6.45;48.17;Europe;2
6.47;45.49;Europe;9
6.51;43.72;Europe;2
6.53;45.21;Europe;2
6.54;46.96;Europe;2
6.56;53.21;Europe;2
6.57;45.4;Europe;6
6.57;53.22;Europe;11
6.58;51.93;Europe;2
6.58;53.08;Europe;8
6.59;46.05;Europe;2
6.59;48.02;Europe;4
6.61;0.19;Africa;2
6.63;43.27;Europe;2
6.63;44.89;Europe;2
6.63;45.41;Europe;4
6.63;46.52;Europe;7
6.64;43.25;Europe;8
6.64;43.27;Europe;7
6.64;46.53;Europe;2
6.64;46.78;Europe;2
6.69;51.2;Europe;7
6.71;45.89;Europe;4
6.71;46.18;Europe;3
6.71;53.29;Europe;5
6.72;61.9;Europe;5
6.74;43.43;Europe;4
6.76;51.43;Europe;4
6.77;43.43;Europe;2
6.77;45.62;Europe;5
6.77;51.23;Europe;31
6.83;45.57;Europe;19
6.84;46.46;Europe;2
6.85;45.83;Europe;2
6.87;45.92;Europe;31
6.88;51.42;Europe;2
6.91;45.47;Europe;2
6.95;50.95;Europe;22
6.96;50.94;Europe;134
7;49.24;Europe;2
7.02;43.55;Europe;140
7.02;49.4;Europe;3
7.04;53.14;Europe;35
7.06;43.62;Europe;2
7.06;46.62;Europe;2
7.08;51.17;Europe;3
7.12;46.93;Europe;2
7.13;43.58;NA;7
7.13;46.47;Europe;2
7.13;50.99;Europe;2
7.15;43.66;Europe;3
7.16;46.35;Europe;17
7.16;46.81;Europe;5
7.16;62.74;NA;7
7.18;43.95;Europe;2
7.2;51.54;Europe;9
7.24;47.93;Europe;2
7.25;47.14;Europe;4
7.26;43.71;Europe;64
7.31;45.73;Europe;2
7.31;50.12;Europe;3
7.33;47.75;Europe;7
7.34;47.75;Europe;3
7.34;47.81;Europe;2
7.36;47.15;Europe;3
7.41;43.73;NA;12
7.42;43.74;NA;16
7.44;48.32;Europe;19
7.45;46.95;Europe;5
7.45;48.26;Europe;2
7.47;43.76;NA;49
7.47;51.51;Europe;3
7.49;44.92;Europe;2
7.51;47.05;Europe;2
7.52;45.05;Europe;13
7.52;50.31;Europe;2
7.57;47.56;Europe;2
7.57;48.19;Europe;4
7.57;51.03;Europe;2
7.59;45.06;Europe;6
7.59;47.56;Europe;13
7.59;50.36;Europe;11
7.61;45.25;Europe;2
7.63;51.96;Europe;5
7.66;45.1;Europe;4
7.66;51.43;Europe;5
7.66;51.59;Europe;5
7.68;45.07;Europe;4
7.69;45.07;Europe;71
7.73;48.59;Europe;2
7.75;48.57;Europe;12
7.75;48.59;Europe;2
7.76;47.44;Europe;2
7.78;43.82;Europe;150
7.84;48;Europe;33
7.86;46.69;Europe;24
8.02;49.23;Europe;3
8.02;58.16;Europe;3
8.04;43.89;NA;8
8.06;45.56;Europe;6
8.19;48.28;Europe;2
8.2;44.9;Europe;2
8.22;44.05;NA;3
8.23;46.82;Europe;95
8.24;50.08;Europe;5
8.25;49.99;Europe;3
8.27;50.49;Europe;3
8.34;4.98;Africa;2
8.39;47.06;Europe;7
8.4;44.32;Europe;10
8.4;49.01;Europe;5
8.41;49.01;Europe;104
8.41;54.86;Europe;4
8.42;45.32;Europe;2
8.43;44.34;Europe;11
8.44;39.09;NA;77
8.45;55.47;NA;2
8.46;55.48;Europe;2
8.47;49.49;Europe;5
8.47;50.18;Europe;22
8.47;60.47;Europe;33
8.49;57.04;NA;5
8.5;44.33;Europe;3
8.51;39.94;Europe;63
8.52;47.17;Europe;2
8.52;47.39;Europe;2
8.53;52.03;Europe;2
8.54;47.38;Europe;162
8.55;60.86;Europe;2
8.56;40.73;Europe;19
8.56;46.56;Europe;2
8.58;44.36;Europe;2
8.58;53.54;Europe;3
8.59;39.91;Europe;6
8.6;48.89;Europe;2
8.61;44.91;Europe;15
8.62;44.92;Europe;4
8.65;47.27;Europe;3
8.65;49.87;Europe;3
8.67;49.4;Europe;6
8.67;49.42;Europe;10
8.68;9.08;Africa;26
8.68;50.11;Europe;59
8.72;45.49;Europe;2
8.73;45.63;Europe;2
8.74;41.92;NA;7
8.76;51.72;Europe;2
8.78;50.1;Europe;5
8.8;53.08;Europe;6
8.83;45.82;Europe;2
8.85;45.61;Europe;2
8.86;42.61;Europe;4
8.86;45.61;Europe;2
8.86;54.13;NA;2
8.9;44.41;NA;2
8.92;41.81;Europe;3
8.92;44.41;NA;2
8.92;45.47;Europe;2
8.92;50.12;Europe;2
8.95;44.41;Europe;50
8.99;44.5;Europe;2
9.01;40.12;Europe;47
9.01;42.04;Europe;7
9.01;44.99;Europe;2
9.06;54.48;Europe;10
9.06;59.1;Europe;4
9.08;45.51;Europe;3
9.09;45.81;Europe;8
9.1;39.22;Europe;2
9.1;44.37;Europe;4
9.11;39.22;Europe;7
9.12;39.22;Europe;29
9.15;45.5;Europe;2
9.15;56.14;Europe;2
9.16;45.18;Europe;2
9.17;45.47;Europe;2
9.18;39.24;Europe;22
9.18;45.45;Europe;5
9.18;45.47;Europe;2
9.18;48.78;Europe;24
9.19;45.47;Europe;337
9.2;45.47;Europe;3
9.2;45.48;Europe;3
9.21;44.3;NA;4
9.21;44.31;NA;4
9.21;45.46;Europe;4
9.21;48.69;Europe;2
9.22;45.54;Europe;8
9.23;48.81;Europe;2
9.26;45.75;Europe;5
9.26;46.02;Europe;14
9.27;45.58;Europe;40
9.28;41.59;Europe;2
9.28;42.41;Europe;3
9.33;46.15;Europe;2
9.35;48.66;Europe;9
9.36;42.88;Europe;2
9.37;5.16;Africa;8
9.38;41.18;Europe;8
9.45;42.7;Europe;19
9.45;54.79;Europe;2
9.46;39.84;Europe;2
9.47;55.5;Europe;2
9.5;40.92;Europe;3
9.5;56.26;Europe;57
9.53;45.24;Europe;2
9.53;46.85;Europe;6
9.54;33.89;Africa;3
9.62;44.19;Europe;11
9.68;44.13;Europe;7
9.68;45.7;Europe;4
9.7;39.93;NA;2
9.7;49.86;Europe;2
9.7;54.22;Europe;2
9.73;52.38;Europe;4
9.73;59.6;Europe;3
9.74;47.41;Europe;2
9.79;54.91;NA;2
9.85;45.48;Europe;15
9.85;52.64;Europe;2
9.87;45.64;Europe;2
9.9;45.29;Europe;7
9.9;47.43;Europe;2
9.92;51.54;Europe;2
9.92;57.05;Europe;2
9.97;53.55;Europe;7
9.98;52.37;Europe;4
9.99;53.55;Europe;89
10;53.55;Europe;2
10;53.63;Europe;6
10.07;44.03;Europe;2
10.08;4.17;Africa;2
10.09;52.99;Europe;3
10.12;54.32;Europe;10
10.17;43.96;NA;2
10.18;36.81;Africa;5
10.19;43.94;NA;4
10.21;43.93;Europe;3
10.21;45.54;Europe;26
10.22;43.91;Europe;3
10.23;43.96;Europe;3
10.24;43.87;Europe;2
10.25;43.87;Europe;2
10.28;43.83;Europe;25
10.3;43.94;Europe;5
10.31;43.55;NA;59
10.33;44.8;Europe;5
10.4;43.72;Europe;13
10.43;48.37;Europe;2
10.44;45;Europe;2
10.45;51.17;Europe;205
10.5;43.84;Europe;8
10.52;43.31;Europe;3
10.52;45.51;Europe;22
10.52;45.6;Europe;58
10.54;52.16;Europe;3
10.55;59.89;Europe;2
10.56;52.97;Europe;3
10.58;45.56;Europe;2
10.59;48.35;Europe;6
10.59;50.01;Europe;8
10.63;44.7;Europe;7
10.63;47.88;Europe;2
10.64;43.66;Europe;5
10.64;45.6;Europe;46
10.65;49.36;Europe;2
10.7;43.94;Europe;11
10.73;45.88;Europe;2
10.74;59.91;Europe;3
10.75;59.91;Europe;17
10.76;42.92;Europe;51
10.76;43.68;Europe;2
10.77;45.55;Europe;4
10.78;44.54;Europe;2
10.82;45.79;Europe;4
10.83;45.75;Europe;18
10.84;45.89;Europe;10
10.85;51.01;Europe;2
10.87;48.05;Europe;2
10.88;42.76;NA;3
10.89;45.88;Europe;43
10.9;49.9;Europe;3
10.91;43.93;Europe;16
10.91;44.66;Europe;6
10.93;44.65;Europe;7
10.96;44.46;Europe;2
10.98;54.37;Europe;2
10.99;45.44;Europe;14
10.99;49.48;Europe;2
10.99;49.58;Europe;4
11;45.44;Europe;2
11.03;50.98;Europe;4
11.12;44.05;Europe;5
11.12;46.06;Europe;3
11.12;46.07;Europe;8
11.13;42.56;NA;2
11.13;54.47;Europe;3
11.17;46.43;Europe;2
11.2;48.31;Europe;2
11.25;43.77;Europe;27
11.26;43.77;Europe;16
11.28;45.4;Europe;4
11.3;44.5;Europe;6
11.33;43.32;Europe;2
11.34;44.49;Europe;44
11.37;47.66;Europe;2
11.39;45.59;Europe;4
11.4;47.27;Europe;4
11.42;42.45;Europe;2
11.42;44.47;Europe;3
11.43;47.91;Europe;2
11.5;48.79;Europe;13
11.54;45.55;Europe;14
11.55;48.13;Europe;2
11.57;47.76;Europe;2
11.57;48.13;Europe;2
11.57;49.95;Europe;2
11.58;48.14;Europe;191
11.59;48.02;Europe;2
11.59;50.93;Europe;2
11.62;44.84;Europe;3
11.69;45.76;Europe;170
11.7;52.3;Europe;6
11.71;2.72;Africa;3
11.71;4.63;Africa;30
11.72;47.72;Europe;2
11.74;47.75;Europe;2
11.75;51.78;Europe;5
11.8;42.09;NA;11
11.88;45.41;Europe;5
11.9;42.06;Europe;8
11.9;42.96;Europe;8
11.95;55.61;Europe;2
11.97;51.5;Europe;3
11.97;57.71;Europe;23
12.04;49.56;Europe;2
12.11;43.48;Europe;2
12.17;49;Europe;3
12.18;44.69;Europe;2
12.2;44.42;Europe;7
12.2;49.08;Europe;2
12.2;50.22;Europe;2
12.23;45.55;Europe;10
12.24;42.16;Europe;2
12.24;45.67;Europe;4
12.25;41.8;Europe;5
12.25;57.11;NA;2
12.28;45.22;NA;192
12.29;41.73;NA;11
12.3;41.72;NA;5
12.32;45.44;NA;63
12.35;7.37;Africa;18
12.37;51.34;Europe;23
12.39;43.11;Europe;6
12.41;41.82;Europe;2
12.43;47.52;Europe;3
12.43;53.61;Europe;5
12.44;37.8;NA;4
12.45;41.9;Europe;48
12.46;41.93;Europe;3
12.46;56.08;Europe;4
12.47;42.19;Europe;2
12.47;44.13;Europe;2
12.49;41.9;Europe;2
12.5;41.9;Europe;246
12.51;41.86;Europe;5
12.51;45.95;Europe;7
12.51;55.68;Europe;3
12.52;41.91;Europe;2
12.54;38.02;Europe;3
12.55;55.68;Europe;2
12.57;41.87;Europe;621
12.57;44.07;Europe;10
12.57;55.68;NA;60
12.59;55.68;NA;5
12.59;56.03;Europe;2
12.59;59.65;Europe;2
12.6;55.7;NA;5
12.63;55.66;Europe;3
12.65;43.99;Europe;41
12.66;41.47;Europe;4
12.67;41.46;NA;4
12.68;45.73;Europe;2
12.69;56.05;Europe;3
12.8;41.82;Europe;2
12.86;56.67;Europe;9
12.9;41.47;Europe;2
12.92;43.91;Europe;2
12.93;49.44;Europe;2
12.94;57.72;Europe;2
12.99;41.66;Europe;5
12.99;43.51;Europe;2
13;47.79;Europe;29
13.05;43.65;Europe;2
13.05;47.8;Europe;2
13.06;47.81;Europe;2
13.08;54.31;Europe;2
13.19;55.7;Europe;368
13.2;51.1;Europe;29
13.22;43.72;Europe;6
13.25;43.7;Europe;6
13.29;-8.84;Africa;3
13.31;52.47;Europe;8
13.35;38.13;Europe;2
13.36;38.12;Europe;10
13.36;52.5;Europe;5
13.36;54.35;Europe;6
13.39;45.68;NA;6
13.39;52.5;Europe;3
13.4;52.52;Europe;137
13.42;52.48;Europe;2
13.43;46.08;Europe;2
13.45;52.51;Europe;9
13.45;52.52;Europe;2
13.46;52.53;Europe;2
13.51;59.4;Europe;6
13.52;43.62;NA;4
13.57;41.21;NA;7
13.57;52.56;Europe;2
13.59;37.31;Europe;2
13.61;41.26;Europe;3
13.62;43.52;NA;2
13.67;46.34;Europe;2
13.74;51.05;Europe;6
13.75;52.04;Europe;2
13.76;51.07;Europe;6
13.78;45.65;Europe;14
13.79;51.05;Europe;8
13.83;12.36;Africa;3
13.83;41.49;Europe;2
13.9;40.73;Europe;2
13.93;37.64;Europe;2
14.02;37.6;Europe;5
14.18;42.47;Europe;2
14.21;37.09;Europe;8
14.22;42.46;Europe;8
14.24;40.84;Europe;2
14.27;40.85;Europe;22
14.33;41.07;Europe;2
14.37;41.09;Europe;5
14.38;35.94;Europe;10
14.38;40.63;Europe;2
14.4;67.28;NA;5
14.44;50.08;Europe;18
14.51;35.9;Europe;11
14.51;46.06;Europe;9
14.55;47.52;Europe;45
14.55;53.43;Europe;2
14.66;37.4;Europe;5
14.72;36.92;Europe;29
14.77;40.68;Europe;2
14.85;41.11;Europe;3
14.91;40.63;Europe;7
14.97;50.38;Europe;5
15;42;Europe;2
15;46.15;Europe;12
15.08;37.51;Europe;2
15.19;53.91;Europe;8
15.2;45.1;Europe;16
15.26;54.53;NA;301
15.44;47.07;Europe;2
15.47;49.82;Europe;4
15.6;50.73;Europe;3
15.63;78.22;Europe;3
15.65;38.11;Europe;2
15.65;40.07;Europe;6
15.65;46.55;Europe;3
15.78;50.03;Europe;2
15.81;40.64;Europe;7
15.98;45.82;Europe;8
16.04;47.98;Europe;2
16.18;39.33;Europe;2
16.18;41.88;NA;7
16.28;38.97;Europe;3
16.35;39.31;Europe;2
16.37;48.21;Europe;45
16.4;45.71;Europe;2
16.44;43.51;NA;3
16.52;38.53;Europe;2
16.54;59.61;Europe;5
16.61;49.2;Europe;2
16.84;46.84;Europe;2
16.87;41.12;Europe;7
16.87;47.93;Europe;3
16.93;52.41;Europe;6
17.02;43.29;NA;3
17.04;51.11;Europe;4
17.07;-22.56;Africa;3
17.1;40.79;Europe;7
17.11;49.47;Europe;16
17.25;40.46;Europe;3
17.64;59.86;Europe;4
17.79;50.64;Europe;3
17.87;-11.2;Africa;3
17.9;40.26;Europe;2
18.01;47.03;Europe;5
18.05;34.55;NA;27
18.07;-33.05;Africa;5
18.07;59.33;NA;86
18.07;59.34;NA;2
18.13;39.88;NA;62
18.16;39.93;Europe;4
18.18;40.35;Europe;11
18.2;59.2;Europe;9
18.26;40.16;Europe;12
18.29;57.63;Europe;2
18.33;-34.14;NA;2
18.33;-32.1;Africa;4
18.34;-34.01;NA;27
18.37;-34.2;Africa;4
18.37;-34.13;Africa;3
18.37;-34.02;Africa;2
18.38;-33.94;Africa;4
18.39;-34.09;Africa;3
18.42;-34.13;Africa;2
18.42;-33.92;Africa;1204
18.46;-34.03;Africa;10
18.46;-33.79;Africa;18
18.49;-34.09;Africa;2
18.49;-33.98;Africa;2
18.49;-33.82;Africa;6
18.49;-22.96;Africa;6
18.5;-34.09;Africa;18
18.51;-33.83;Africa;2
18.53;54.52;Europe;4
18.55;-34.09;NA;2
18.6;47.19;Europe;4
18.64;60.13;NA;78
18.65;50.69;Europe;2
18.65;54.35;Europe;4
18.72;42.49;Europe;2
18.84;-34.08;Africa;10
18.86;-33.93;Africa;157
18.87;-34.15;Africa;3
18.92;-34.35;Africa;2
18.93;47.59;Europe;3
18.95;47.46;Europe;4
18.96;-33.73;Africa;6
18.97;-33.8;Africa;2
19.04;47.5;Europe;10
19.13;50.14;Europe;6
19.15;-33.9;Africa;2
19.15;51.92;Europe;189
19.21;41.93;NA;2
19.25;47.44;Europe;2
19.37;-34.49;Africa;2
19.37;42.71;Europe;2
19.46;51.76;Europe;2
19.5;47.16;Europe;74
19.7;48.67;Europe;11
19.76;-33.42;Africa;2
19.83;45.27;Europe;3
19.86;58.49;NA;33
19.92;39.62;NA;14
19.94;50.06;Europe;9
20.12;45.82;Europe;3
20.45;44.79;Europe;12
20.45;54.71;Europe;5
20.48;53.78;Europe;45
20.67;52.12;Europe;2
20.85;51.11;Europe;36
20.97;52.26;Europe;8
21.01;44.02;Europe;12
21.01;52.23;Europe;28
21.07;52.28;Europe;4
21.13;51.37;Europe;2
21.21;45.75;Europe;7
21.26;45.77;Europe;5
21.43;42;Europe;7
21.7;36.95;Europe;2
21.72;47.95;Europe;2
21.73;38.25;Europe;6
21.82;39.07;Europe;202
21.86;-33.23;Africa;11
22.08;-34.17;Africa;3
22.24;47.39;Europe;2
22.45;-33.99;Africa;6
22.55;-34;Africa;5
22.65;47.94;Europe;2
22.78;43.02;Europe;2
22.81;-34.02;Africa;20
22.91;40.68;Europe;3
22.94;-30.56;Africa;298
22.94;40.64;Europe;16
22.97;40.52;Europe;3
22.98;37.98;Europe;9
23.05;-34.04;Africa;6
23.22;40.26;Europe;3
23.22;54.42;Europe;2
23.29;40.37;Europe;2
23.32;42.7;Europe;17
23.34;42.7;Europe;2
23.36;-34.06;Africa;7
23.54;41.09;Europe;3
23.71;37.93;Europe;2
23.73;37.97;Europe;6
23.73;37.98;Europe;130
23.73;38.01;Europe;2
23.76;61.5;Europe;3
23.77;37.88;Europe;7
23.79;37.83;NA;2
23.79;61.7;Europe;2
23.81;53.67;Europe;8
23.86;38.05;Europe;43
23.95;37.94;Europe;3
24.11;56.95;Europe;9
24.26;59.31;Europe;2
24.65;61.17;Europe;2
24.75;59.44;Europe;9
24.81;35.24;Europe;64
24.82;-34.16;Africa;2
24.91;-34.05;Africa;57
24.94;60.17;Europe;60
24.97;45.94;Europe;17
25;64.24;Europe;480
25.01;58.6;Europe;12
25.07;35.34;Europe;4
25.14;35.34;Europe;4
25.15;37.09;Europe;2
25.28;-26.66;Africa;7
25.28;36.72;NA;5
25.28;54.69;Europe;5
25.33;37.45;Europe;3
25.47;65.01;Europe;2
25.48;-33.93;Africa;2
25.49;42.73;Europe;40
25.52;-33.71;Africa;22
25.55;41.93;Europe;6
25.75;61.92;Europe;72
25.8;-24.94;Africa;4
25.84;40.17;Europe;2
25.85;66.54;Europe;2
25.92;-24.63;Africa;2
26;47.21;Europe;4
26.09;44.46;Europe;2
26.1;44.43;Europe;12
26.11;37.6;Europe;6
26.13;38.37;Europe;3
26.16;-29.09;Africa;3
26.3;38.32;NA;3
26.38;38.29;Europe;2
26.42;-32.3;Africa;4
26.5;67.92;Europe;3
26.57;43.25;Europe;2
26.96;38.49;Europe;2
27.1;-26.71;Africa;2
27.14;38.42;Europe;19
27.15;38.27;Europe;2
27.18;38.45;Europe;4
27.43;37.03;Europe;16
27.51;40.98;Europe;2
27.56;53.9;Europe;18
27.6;47.16;Europe;3
27.68;62.9;Europe;3
27.83;37.81;Europe;3
27.85;-33.03;Africa;8
27.85;-26.25;Africa;2
27.9;-26.12;Africa;4
27.95;53.71;Europe;3
28.05;-26.2;Africa;87
28.05;-26.1;Africa;2
28.06;-26.2;Africa;4
28.06;-26.11;Africa;3
28.11;-26.27;Africa;8
28.12;-26.32;Africa;2
28.13;-26;Africa;4
28.14;38.49;Europe;2
28.22;36.43;NA;3
28.23;-25.77;Africa;5
28.23;-25.75;Africa;12
28.25;41.07;NA;2
28.27;36.85;Europe;2
28.31;-28.24;Africa;25
28.32;-15.39;Africa;2
28.37;47.41;Europe;2
28.85;41.06;Europe;2
28.86;47.01;Europe;5
28.87;41.02;Europe;67
28.88;40.98;NA;7
28.9;41.09;Europe;31
28.98;41.01;NA;216
29.08;40.97;Europe;4
29.1;37.78;Europe;4
29.15;-19.02;Africa;4
29.19;-26.52;Africa;2
29.22;40.92;Europe;2
29.22;53.14;Europe;2
29.5;70.42;Europe;13
29.62;-27.16;Africa;15
29.92;31.2;Africa;4
29.99;-26.51;Africa;2
30.05;51.4;Europe;2
30.18;-31.05;Africa;2
30.34;59.93;Europe;55
30.37;-30.85;Africa;7
30.38;-29.6;Africa;28
30.45;-30.73;Africa;26
30.46;-22.97;Africa;3
30.52;50.45;Europe;47
