"Country","ISO 3166-1 alpha-3","Year","Total","Coal","Oil","Gas","Cement","Flaring","Other"
"Denmark","DNK",1873,0.594572,0.594572,0,0,,0,
"Denmark","DNK",1874,0.635668,0.635668,0,0,,0,
"Denmark","DNK",1875,0.739114,0.739114,0,0,,0,
"Denmark","DNK",1876,0.773593,0.773593,0,0,,0,
"Denmark","DNK",1877,0.754940,0.754940,0,0,,0,
"Denmark","DNK",1878,0.708409,0.708409,0,0,,0,
"Denmark","DNK",1879,0.791736,0.791736,0,0,,0,
"Denmark","DNK",1880,0.894432,0.894432,0,0,,0,
"Denmark","DNK",1881,0.938235,0.938235,0,0,,0,
"Denmark","DNK",1882,0.997230,0.997230,0,0,,0,
"Denmark","DNK",1883,1.136749,1.136749,0,0,,0,
"Denmark","DNK",1884,1.119556,1.119556,0,0,,0,
"Denmark","DNK",1885,1.159876,1.159876,0,0,,0,
"Denmark","DNK",1886,1.097710,1.097710,0,0,,0,
"Denmark","DNK",1887,1.113777,1.113777,0,0,,0,
"Denmark","DNK",1888,1.241896,1.241896,0,0,,0,
"Denmark","DNK",1889,1.315241,1.315241,0,0,,0,
"Denmark","DNK",1890,1.250616,1.250616,0,0,,0,
"Denmark","DNK",1891,1.334958,1.334958,0,0,,0,
"Denmark","DNK",1892,1.361994,1.317957,0.044037,0,,0,
"Denmark","DNK",1893,1.278648,1.278648,0,0,,0,
"Denmark","DNK",1894,1.436499,1.436499,0,0,,0,
"Denmark","DNK",1895,1.470491,1.470491,0,0,,0,
"Denmark","DNK",1896,1.776165,1.776165,0,0,,0,
"Denmark","DNK",1897,1.878135,1.878135,0,0,,0,
"Denmark","DNK",1898,1.923710,1.923710,0,0,,0,
"Denmark","DNK",1899,2.075301,2.075301,0,0,,0,
"Denmark","DNK",1900,2.010121,2.010121,0,0,,0,
"Denmark","DNK",1901,2.066473,2.066473,0,0,,0,
"Denmark","DNK",1902,2.098104,2.098104,0,0,,0,
"Denmark","DNK",1903,2.158625,2.158625,0,0,,0,
"Denmark","DNK",1904,2.304179,2.304179,0,0,,0,
"Denmark","DNK",1905,2.217328,2.217328,0,0,,0,
"Denmark","DNK",1906,2.387415,2.387415,0,0,,0,
"Denmark","DNK",1907,2.102014,2.102014,0,0,,0,
"Denmark","DNK",1908,2.576148,2.576148,0,0,,0,
"Denmark","DNK",1909,2.814004,2.814004,0,0,,0,
"Denmark","DNK",1910,2.550307,2.550307,0,0,,0,
"Denmark","DNK",1911,2.684254,2.684254,0,0,,0,
"Denmark","DNK",1912,3.146247,3.146247,0,0,,0,
"Denmark","DNK",1913,3.193564,3.193564,0,0,,0,
"Denmark","DNK",1914,3.235441,3.235441,0,0,,0,
"Denmark","DNK",1915,3.421732,3.421732,0,0,,0,
"Denmark","DNK",1916,3.303762,3.303762,0,0,,0,
"Denmark","DNK",1917,2.375162,2.375162,0,0,,0,
"Denmark","DNK",1918,2.741343,2.741343,0,0,,0,
"Denmark","DNK",1919,2.572352,2.572352,0,0,,0,
"Denmark","DNK",1920,2.218517,2.218517,0,0,,0,
"Denmark","DNK",1921,2.067901,2.067901,0,0,,0,
"Denmark","DNK",1922,2.905170,2.905170,0,0,,0,
"Denmark","DNK",1923,3.136672,3.136672,0,0,,0,
"Denmark","DNK",1924,3.641296,3.641296,0,0,,0,
"Denmark","DNK",1925,3.130179,3.130179,0,0,,0,
"Denmark","DNK",1926,3.032459,3.032459,0,0,,0,
"Denmark","DNK",1927,3.834811,3.834811,0,0,,0,
"Denmark","DNK",1928,3.590804,3.480643,0,0,0.110161,0,
"Denmark","DNK",1929,4.299436,4.186833,0,0,0.112603,0,
"Denmark","DNK",1930,3.897929,3.789168,0,0,0.108762,0,
"Denmark","DNK",1931,4.012476,3.942214,0,0,0.070262,0,
"Denmark","DNK",1932,3.726588,3.670086,0,0,0.056502,0,
"Denmark","DNK",1933,3.680532,3.605505,0,0,0.075027,0,
"Denmark","DNK",1934,3.993968,3.889877,0,0,0.104092,0,
"Denmark","DNK",1935,4.127245,4.025938,0,0,0.101308,0,
"Denmark","DNK",1936,4.239022,4.133592,0,0,0.105430,0,
"Denmark","DNK",1937,4.346423,4.257238,0,0,0.089185,0,
"Denmark","DNK",1938,3.873823,3.790111,0,0,0.083713,0,
"Denmark","DNK",1939,4.284357,4.193619,0,0,0.090738,0,
"Denmark","DNK",1940,3.868153,3.811248,0,0,0.056904,0,
"Denmark","DNK",1941,4.503920,4.450295,0,0,0.053625,0,
"Denmark","DNK",1942,4.220238,4.165301,0,0,0.054938,0,
"Denmark","DNK",1943,5.222099,5.142033,0,0,0.080067,0,
"Denmark","DNK",1944,5.072859,4.992864,0,0,0.079994,0,
"Denmark","DNK",1945,3.471748,3.444794,0,0,0.026954,0,
"Denmark","DNK",1946,4.302317,4.242056,0,0,0.060261,0,
"Denmark","DNK",1947,5.174585,5.099199,0,0,0.075386,0,
"Denmark","DNK",1948,4.074253,3.983199,0,0,0.091054,0,
"Denmark","DNK",1949,3.990627,3.893520,0,0,0.097107,0,
"Denmark","DNK",1950,5.152148,3.888343,1.162468,0,0.101338,0,
"Denmark","DNK",1951,5.098498,3.657541,1.327691,0,0.113266,0,
"Denmark","DNK",1952,5.287473,3.779872,1.369114,0,0.138487,0,
"Denmark","DNK",1953,5.306932,3.713988,1.450488,0,0.142456,0,
"Denmark","DNK",1954,5.820494,4.089807,1.593399,0,0.137289,0,
"Denmark","DNK",1955,6.114199,3.996331,1.977472,0,0.140396,0,
"Denmark","DNK",1956,5.913668,3.444994,2.337469,0,0.131206,0,
"Denmark","DNK",1957,5.544251,3.010467,2.405926,0,0.127858,0,
"Denmark","DNK",1958,5.925365,3.144709,2.664087,0,0.116568,0,
"Denmark","DNK",1959,5.720043,2.807500,2.761607,0,0.150936,0,
"Denmark","DNK",1960,6.493080,3.246376,3.091254,0,0.155451,0,
"Denmark","DNK",1961,6.871642,3.133922,3.568351,0,0.169369,0,
"Denmark","DNK",1962,7.940149,3.419976,4.346532,0,0.173640,0,
"Denmark","DNK",1963,8.688218,3.443406,5.084092,0,0.160719,0,
"Denmark","DNK",1964,9.145142,3.159707,5.786714,0,0.198720,0,
"Denmark","DNK",1965,9.312496,2.884926,6.220501,0,0.207069,0,
"Denmark","DNK",1966,10.440826,2.931106,7.293772,0,0.215947,0,
"Denmark","DNK",1967,10.140468,2.599425,7.316284,0,0.224759,0,
"Denmark","DNK",1968,10.944040,2.533627,8.178965,0,0.231448,0,
"Denmark","DNK",1969,12.120238,2.348297,9.508434,0,0.263507,0,
"Denmark","DNK",1970,12.602028,1.900971,10.439709,0,0.261349,0,
"Denmark","DNK",1971,11.513624,1.158808,10.080746,0,0.274070,0,
"Denmark","DNK",1972,11.964089,1.069539,10.598291,0,0.287432,0.008827,
"Denmark","DNK",1973,11.824117,1.810573,9.711254,0,0.288391,0.013899,
"Denmark","DNK",1974,10.934934,1.625428,9.050134,0,0.248453,0.010919,
"Denmark","DNK",1975,11.020693,2.141232,8.629395,0,0.222540,0.027526,
"Denmark","DNK",1976,11.834106,2.409590,9.159327,0,0.234168,0.031022,
"Denmark","DNK",1977,12.133991,2.694816,9.137347,0,0.229908,0.071919,
"Denmark","DNK",1978,11.958751,2.519589,9.112263,0,0.261632,0.065267,
"Denmark","DNK",1979,12.301834,3.182030,8.812492,0,0.240750,0.066561,
"Denmark","DNK",1980,11.774406,4.295406,7.256226,0,0.192036,0.030738,
"Denmark","DNK",1981,10.098157,3.528230,6.365393,0,0.160940,0.043594,
"Denmark","DNK",1982,10.472154,4.304703,5.944522,0,0.178609,0.044319,
"Denmark","DNK",1983,9.790137,3.896144,5.680119,0.005720,0.167398,0.040756,
"Denmark","DNK",1984,9.930360,4.172040,5.494986,0.042214,0.169605,0.051515,
"Denmark","DNK",1985,11.732765,5.470107,5.774996,0.251211,0.177763,0.058688,
"Denmark","DNK",1986,11.506721,5.276238,5.537473,0.415829,0.207757,0.069424,
"Denmark","DNK",1987,11.392436,5.362785,5.256917,0.527909,0.194037,0.050788,
"Denmark","DNK",1988,10.751293,5.065592,4.841154,0.618278,0.173376,0.052893,
"Denmark","DNK",1989,9.507109,3.992344,4.557581,0.703692,0.207102,0.046389,
"Denmark","DNK",1990,10.415702,4.666079,4.507019,0.845597,0.171519,0.066230,0.159257
"Denmark","DNK",1991,12.445910,6.314046,4.708226,0.953280,0.210886,0.125922,0.133551
"Denmark","DNK",1992,11.282227,5.242642,4.564037,0.998407,0.230590,0.130775,0.115776
"Denmark","DNK",1993,11.674983,5.477998,4.620489,1.126564,0.232219,0.112060,0.105653
"Denmark","DNK",1994,12.409013,5.864737,4.826554,1.255501,0.228662,0.110267,0.123293
"Denmark","DNK",1995,11.769256,4.889979,4.971022,1.446665,0.229939,0.086650,0.145001
"Denmark","DNK",1996,14.244384,6.685072,5.396509,1.694922,0.243901,0.094694,0.129286
"Denmark","DNK",1997,12.405543,4.955131,5.143173,1.776521,0.254460,0.132163,0.144096
"Denmark","DNK",1998,11.556530,4.193081,4.980800,1.922294,0.262282,0.098657,0.099416
"Denmark","DNK",1999,11.025194,3.509873,4.935826,2.013394,0.254683,0.207962,0.103457
"Denmark","DNK",2000,10.168438,2.931737,4.749586,1.992264,0.259380,0.135384,0.100088
"Denmark","DNK",2001,10.426970,3.088717,4.776981,2.071460,0.258891,0.143730,0.087192
"Denmark","DNK",2002,10.328454,3.074609,4.707386,2.063029,0.263317,0.125272,0.094842
"Denmark","DNK",2003,11.238168,4.183060,4.520548,2.078151,0.246446,0.124074,0.085890
"Denmark","DNK",2004,10.174272,3.190983,4.444999,2.059577,0.269394,0.138842,0.070477
"Denmark","DNK",2005,9.479704,2.685940,4.393731,1.966408,0.250791,0.100755,0.082079
"Denmark","DNK",2006,10.899411,4.031908,4.439612,1.993831,0.255680,0.097294,0.081085
"Denmark","DNK",2007,9.983928,3.361827,4.410601,1.777123,0.256781,0.099158,0.078439
"Denmark","DNK",2008,9.314651,2.931938,4.237279,1.785718,0.209849,0.070366,0.079501
"Denmark","DNK",2009,8.839530,2.856168,4.034321,1.703043,0.138318,0.047318,0.060361
"Denmark","DNK",2010,8.864171,2.765524,3.953533,1.904090,0.121103,0.063589,0.056332
"Denmark","DNK",2011,7.935435,2.316163,3.750903,1.611054,0.154556,0.045169,0.057590
"Denmark","DNK",2012,7.118590,1.799363,3.562318,1.502236,0.155524,0.038785,0.060364
"Denmark","DNK",2013,7.425800,2.267377,3.479652,1.411373,0.154134,0.043294,0.069970
"Denmark","DNK",2014,6.650160,1.795068,3.377431,1.206313,0.157026,0.044306,0.070015
"Denmark","DNK",2015,6.204517,1.275575,3.448921,1.217242,0.164060,0.043528,0.055190
"Denmark","DNK",2016,6.489257,1.474205,3.480477,1.229201,0.191954,0.047845,0.065574
"Denmark","DNK",2017,6.062149,1.089858,3.491075,1.164730,0.208067,0.042075,0.066344
"Denmark","DNK",2018,6.021652,1.103162,3.483738,1.123461,0.201111,0.040329,0.069852
"Denmark","DNK",2019,5.340941,0.619126,3.398762,1.038093,0.194828,0.033596,0.056536
"Denmark","DNK",2020,4.854750,0.539483,3.191264,0.822584,0.210613,0.021673,0.069133
"Denmark","DNK",2021,5.052228,0.747621,3.188446,0.816214,0.209584,0.021568,0.068796
"Djibouti","DJI",1750,,,,,,,
"Djibouti","DJI",1751,,,,,,,
"Djibouti","DJI",1752,,,,,,,
"Djibouti","DJI",1753,,,,,,,
"Djibouti","DJI",1754,,,,,,,
"Djibouti","DJI",1755,,,,,,,
"Djibouti","DJI",1756,,,,,,,
"Djibouti","DJI",1757,,,,,,,
"Djibouti","DJI",1758,,,,,,,
"Djibouti","DJI",1759,,,,,,,
"Djibouti","DJI",1760,,,,,,,
"Djibouti","DJI",1761,,,,,,,
"Djibouti","DJI",1762,,,,,,,
"Djibouti","DJI",1763,,,,,,,
"Djibouti","DJI",1764,,,,,,,
"Djibouti","DJI",1765,,,,,,,
"Djibouti","DJI",1766,,,,,,,
"Djibouti","DJI",1767,,,,,,,
"Djibouti","DJI",1768,,,,,,,
"Djibouti","DJI",1769,,,,,,,
"Djibouti","DJI",1770,,,,,,,
"Djibouti","DJI",1771,,,,,,,
"Djibouti","DJI",1772,,,,,,,
"Djibouti","DJI",1773,,,,,,,
"Djibouti","DJI",1774,,,,,,,
"Djibouti","DJI",1775,,,,,,,
"Djibouti","DJI",1776,,,,,,,
"Djibouti","DJI",1777,,,,,,,
"Djibouti","DJI",1778,,,,,,,
"Djibouti","DJI",1779,,,,,,,
"Djibouti","DJI",1780,,,,,,,
"Djibouti","DJI",1781,,,,,,,
"Djibouti","DJI",1782,,,,,,,
"Djibouti","DJI",1783,,,,,,,
"Djibouti","DJI",1784,,,,,,,
"Djibouti","DJI",1785,,,,,,,
"Djibouti","DJI",1786,,,,,,,
"Djibouti","DJI",1787,,,,,,,
"Djibouti","DJI",1788,,,,,,,
"Djibouti","DJI",1789,,,,,,,
"Djibouti","DJI",1790,,,,,,,
"Djibouti","DJI",1791,,,,,,,
"Djibouti","DJI",1792,,,,,,,
"Djibouti","DJI",1793,,,,,,,
"Djibouti","DJI",1794,,,,,,,
"Djibouti","DJI",1795,,,,,,,
"Djibouti","DJI",1796,,,,,,,
"Djibouti","DJI",1797,,,,,,,
"Djibouti","DJI",1798,,,,,,,
"Djibouti","DJI",1799,,,,,,,
"Djibouti","DJI",1800,,,,,,,
"Djibouti","DJI",1801,,,,,,,
"Djibouti","DJI",1802,,,,,,,
"Djibouti","DJI",1803,,,,,,,
"Djibouti","DJI",1804,,,,,,,
"Djibouti","DJI",1805,,,,,,,
"Djibouti","DJI",1806,,,,,,,
"Djibouti","DJI",1807,,,,,,,
"Djibouti","DJI",1808,,,,,,,
"Djibouti","DJI",1809,,,,,,,
"Djibouti","DJI",1810,,,,,,,
"Djibouti","DJI",1811,,,,,,,
"Djibouti","DJI",1812,,,,,,,
"Djibouti","DJI",1813,,,,,,,
"Djibouti","DJI",1814,,,,,,,
"Djibouti","DJI",1815,,,,,,,
"Djibouti","DJI",1816,,,,,,,
"Djibouti","DJI",1817,,,,,,,
"Djibouti","DJI",1818,,,,,,,
"Djibouti","DJI",1819,,,,,,,
"Djibouti","DJI",1820,,,,,,,
"Djibouti","DJI",1821,,,,,,,
"Djibouti","DJI",1822,,,,,,,
"Djibouti","DJI",1823,,,,,,,
"Djibouti","DJI",1824,,,,,,,
"Djibouti","DJI",1825,,,,,,,
"Djibouti","DJI",1826,,,,,,,
"Djibouti","DJI",1827,,,,,,,
"Djibouti","DJI",1828,,,,,,,
"Djibouti","DJI",1829,,,,,,,
"Djibouti","DJI",1830,,,,,,,
"Djibouti","DJI",1831,,,,,,,
"Djibouti","DJI",1832,,,,,,,
"Djibouti","DJI",1833,,,,,,,
"Djibouti","DJI",1834,,,,,,,
"Djibouti","DJI",1835,,,,,,,
"Djibouti","DJI",1836,,,,,,,
"Djibouti","DJI",1837,,,,,,,
"Djibouti","DJI",1838,,,,,,,
"Djibouti","DJI",1839,,,,,,,
"Djibouti","DJI",1840,,,,,,,
"Djibouti","DJI",1841,,,,,,,
"Djibouti","DJI",1842,,,,,,,
"Djibouti","DJI",1843,,,,,,,
"Djibouti","DJI",1844,,,,,,,
"Djibouti","DJI",1845,,,,,,,
"Djibouti","DJI",1846,,,,,,,
"Djibouti","DJI",1847,,,,,,,
"Djibouti","DJI",1848,,,,,,,
"Djibouti","DJI",1849,,,,,,,
"Djibouti","DJI",1850,,,,,,,
"Djibouti","DJI",1851,,,,,,,
"Djibouti","DJI",1852,,,,,,,
"Djibouti","DJI",1853,,,,,,,
"Djibouti","DJI",1854,,,,,,,
"Djibouti","DJI",1855,,,,,,,
"Djibouti","DJI",1856,,,,,,,
"Djibouti","DJI",1857,,,,,,,
"Djibouti","DJI",1858,,,,,,,
"Djibouti","DJI",1859,,,,,,,
"Djibouti","DJI",1860,,,,,,,
"Djibouti","DJI",1861,,,,,,,
"Djibouti","DJI",1862,,,,,,,
"Djibouti","DJI",1863,,,,,,,
"Djibouti","DJI",1864,,,,,,,
"Djibouti","DJI",1865,,,,,,,
"Djibouti","DJI",1866,,,,,,,
"Djibouti","DJI",1867,,,,,,,
"Djibouti","DJI",1868,,,,,,,
"Djibouti","DJI",1869,,,,,,,
"Djibouti","DJI",1870,,,,,,,
"Djibouti","DJI",1871,,,,,,,
"Djibouti","DJI",1872,,,,,,,
"Djibouti","DJI",1873,,,,,,,
"Djibouti","DJI",1874,,,,,,,
"Djibouti","DJI",1875,,,,,,,
"Djibouti","DJI",1876,,,,,,,
"Djibouti","DJI",1877,,,,,,,
"Djibouti","DJI",1878,,,,,,,
"Djibouti","DJI",1879,,,,,,,
"Djibouti","DJI",1880,,,,,,,
"Djibouti","DJI",1881,,,,,,,
"Djibouti","DJI",1882,,,,,,,
"Djibouti","DJI",1883,,,,,,,
"Djibouti","DJI",1884,,,,,,,
"Djibouti","DJI",1885,,,,,,,
"Djibouti","DJI",1886,,,,,,,
"Djibouti","DJI",1887,,,,,,,
"Djibouti","DJI",1888,,,,,,,
"Djibouti","DJI",1889,,,,,,,
"Djibouti","DJI",1890,,,,,,,
"Djibouti","DJI",1891,,,,,,,
"Djibouti","DJI",1892,,,,,,,
"Djibouti","DJI",1893,,,,,,,
"Djibouti","DJI",1894,,,,,,,
"Djibouti","DJI",1895,,,,,,,
"Djibouti","DJI",1896,,,,,,,
"Djibouti","DJI",1897,,,,,,,
"Djibouti","DJI",1898,,,,,,,
"Djibouti","DJI",1899,,,,,,,
"Djibouti","DJI",1900,,,,,,,
"Djibouti","DJI",1901,,,,,,,
"Djibouti","DJI",1902,,,,,,,
"Djibouti","DJI",1903,,,,,,,
"Djibouti","DJI",1904,,,,,,,
"Djibouti","DJI",1905,,,,,,,
"Djibouti","DJI",1906,,,,,,,
"Djibouti","DJI",1907,,,,,,,
"Djibouti","DJI",1908,,,,,,,
"Djibouti","DJI",1909,,,,,,,
"Djibouti","DJI",1910,,,,,,,
"Djibouti","DJI",1911,,,,,,,
"Djibouti","DJI",1912,,,,,,,
"Djibouti","DJI",1913,,,,,,,
"Djibouti","DJI",1914,,,,,,,
"Djibouti","DJI",1915,,,,,,,
"Djibouti","DJI",1916,,,,,,,
"Djibouti","DJI",1917,,,,,,,
"Djibouti","DJI",1918,,,,,,,
"Djibouti","DJI",1919,,,,,,,
"Djibouti","DJI",1920,,,,,,,
"Djibouti","DJI",1921,,,,,,,
"Djibouti","DJI",1922,,,,,,,
"Djibouti","DJI",1923,,,,,,,
"Djibouti","DJI",1924,,,,,,,
"Djibouti","DJI",1925,,,,,,,
"Djibouti","DJI",1926,,,,,,,
"Djibouti","DJI",1927,,,,,,,
"Djibouti","DJI",1928,,,,,,,
"Djibouti","DJI",1929,,,,,,,
"Djibouti","DJI",1930,,,,,,,
"Djibouti","DJI",1931,,,,,,,
"Djibouti","DJI",1932,,,,,,,
"Djibouti","DJI",1933,,,,,,,
"Djibouti","DJI",1934,,,,,,,
"Djibouti","DJI",1935,,,,,,,
"Djibouti","DJI",1936,,,,,,,
"Djibouti","DJI",1937,,,,,,,
"Djibouti","DJI",1938,,,,,,,
"Djibouti","DJI",1939,,,,,,,
"Djibouti","DJI",1940,,,,,,,
"Djibouti","DJI",1941,,,,,,,
"Djibouti","DJI",1942,,,,,,,
"Djibouti","DJI",1943,,,,,,,
"Djibouti","DJI",1944,,,,,,,
"Djibouti","DJI",1945,,,,,,,
"Djibouti","DJI",1946,,,,,,,
"Djibouti","DJI",1947,,,,,,,
"Djibouti","DJI",1948,,,,,,,
"Djibouti","DJI",1949,,,,,,,
"Djibouti","DJI",1950,0.176340,0,0.176340,0,0,0,
"Djibouti","DJI",1951,0.398775,0,0.398775,0,0,0,
"Djibouti","DJI",1952,0.386486,0,0.386486,0,0,0,
"Djibouti","DJI",1953,0.427956,0,0.427956,0,0,0,
"Djibouti","DJI",1954,0.466323,0,0.466323,0,0,0,
"Djibouti","DJI",1955,0.501938,0,0.501938,0,0,0,
"Djibouti","DJI",1956,0.388898,0,0.388898,0,0,0,
"Djibouti","DJI",1957,0.564800,0,0.564800,0,0,0,
"Djibouti","DJI",1958,0.592475,0,0.592475,0,0,0,
"Djibouti","DJI",1959,0.441313,0,0.441313,0,0,0,
"Djibouti","DJI",1960,0.468978,0,0.468978,0,0,0,
"Djibouti","DJI",1961,0.492528,0,0.492528,0,0,0,
"Djibouti","DJI",1962,0.511501,0,0.511501,0,0,0,
"Djibouti","DJI",1963,0.675253,0,0.675253,0,0,0,
"Djibouti","DJI",1964,0.818612,0,0.818612,0,0,0,
"Djibouti","DJI",1965,1.111610,0,1.111610,0,0,0,
"Djibouti","DJI",1966,1.212041,0,1.212041,0,0,0,
"Djibouti","DJI",1967,0.725736,0,0.725736,0,0,0,
"Djibouti","DJI",1968,0.947081,0,0.947081,0,0,0,
"Djibouti","DJI",1969,0.622439,0,0.622439,0,0,0,
"Djibouti","DJI",1970,0.964351,0,0.964351,0,0,0,
"Djibouti","DJI",1971,1.045330,0,1.045330,0,0,0,
"Djibouti","DJI",1972,1.153080,0,1.153080,0,0,0,
"Djibouti","DJI",1973,1.012457,0,1.012457,0,0,0,
"Djibouti","DJI",1974,1.014646,0,1.014646,0,0,0,
"Djibouti","DJI",1975,0.948577,0,0.948577,0,0,0,
"Djibouti","DJI",1976,0.862855,0,0.862855,0,0,0,
"Djibouti","DJI",1977,0.781783,0,0.781783,0,0,0,
"Djibouti","DJI",1978,0.723786,0,0.723786,0,0,0,
"Djibouti","DJI",1979,1.197718,0,1.197718,0,0,0,
"Djibouti","DJI",1980,1.073920,0,1.073920,0,0,0,
"Djibouti","DJI",1981,0.880263,0,0.880263,0,0,0,
"Djibouti","DJI",1982,0.980203,0,0.980203,0,0,0,
"Djibouti","DJI",1983,0.946574,0,0.946574,0,0,0,
"Djibouti","DJI",1984,0.920420,0,0.920420,0,0,0,
"Djibouti","DJI",1985,0.896092,0,0.896092,0,0,0,
"Djibouti","DJI",1986,0.889475,0,0.889475,0,0,0,
"Djibouti","DJI",1987,0.858740,0,0.858740,0,0,0,
"Djibouti","DJI",1988,0.721653,0,0.721653,0,0,0,
"Djibouti","DJI",1989,0.745310,0,0.745310,0,0,0,
"Djibouti","DJI",1990,0.476114,0,0.476114,0,,0,
"Djibouti","DJI",1991,0.454706,0,0.454706,0,,0,
"Djibouti","DJI",1992,0.482108,0,0.482108,0,,0,
"Djibouti","DJI",1993,0.491546,0,0.491546,0,,0,
"Djibouti","DJI",1994,0.470138,0,0.470138,0,,0,
"Djibouti","DJI",1995,0.494648,0,0.494648,0,,0,
"Djibouti","DJI",1996,0.454697,0,0.454697,0,,0,
"Djibouti","DJI",1997,0.493811,0,0.493811,0,,0,
"Djibouti","DJI",1998,0.553618,0,0.553618,0,,0,
"Djibouti","DJI",1999,0.534801,0,0.534801,0,,0,
"Djibouti","DJI",2000,0.493779,0,0.493779,0,,0,
"Djibouti","DJI",2001,0.478648,0,0.478648,0,,0,
"Djibouti","DJI",2002,0.506097,0,0.506097,0,,0,
"Djibouti","DJI",2003,0.522513,0,0.522513,0,,0,
"Djibouti","DJI",2004,0.496967,0,0.496967,0,,0,
"Djibouti","DJI",2005,0.498317,0,0.498317,0,,0,
"Djibouti","DJI",2006,0.484526,0,0.484526,0,,0,
"Djibouti","DJI",2007,0.533595,0,0.533595,0,,0,
"Djibouti","DJI",2008,0.564404,0,0.564404,0,,0,
"Djibouti","DJI",2009,0.508266,0,0.508266,0,0,0,
"Djibouti","DJI",2010,0.562037,0,0.562037,0,0,0,
"Djibouti","DJI",2011,0.504537,0,0.504537,0,0,0,
"Djibouti","DJI",2012,0.510650,0,0.510650,0,0,0,
"Djibouti","DJI",2013,0.572872,0,0.512789,0,0.060083,0,
"Djibouti","DJI",2014,0.392590,0,0.325990,0,0.066601,0,
"Djibouti","DJI",2015,0.428956,0,0.375045,0,0.053912,0,
"Djibouti","DJI",2016,0.371493,0,0.322264,0,0.049229,0,
"Djibouti","DJI",2017,0.376607,0,0.317006,0,0.059601,0,
"Djibouti","DJI",2018,0.364031,0,0.298056,0,0.065975,0,
"Djibouti","DJI",2019,0.365554,0,0.293395,0,0.072159,0,
"Djibouti","DJI",2020,0.333262,0,0.262172,0,0.071089,0,
"Djibouti","DJI",2021,0.342974,0,0.272875,0,0.070099,0,
"Dominica","DMA",1750,,,,,,,
"Dominica","DMA",1751,,,,,,,
"Dominica","DMA",1752,,,,,,,
"Dominica","DMA",1753,,,,,,,
"Dominica","DMA",1754,,,,,,,
"Dominica","DMA",1755,,,,,,,
"Dominica","DMA",1756,,,,,,,
"Dominica","DMA",1757,,,,,,,
"Dominica","DMA",1758,,,,,,,
"Dominica","DMA",1759,,,,,,,
"Dominica","DMA",1760,,,,,,,
"Dominica","DMA",1761,,,,,,,
"Dominica","DMA",1762,,,,,,,
"Dominica","DMA",1763,,,,,,,
"Dominica","DMA",1764,,,,,,,
"Dominica","DMA",1765,,,,,,,
"Dominica","DMA",1766,,,,,,,
"Dominica","DMA",1767,,,,,,,
"Dominica","DMA",1768,,,,,,,
"Dominica","DMA",1769,,,,,,,
"Dominica","DMA",1770,,,,,,,
"Dominica","DMA",1771,,,,,,,
"Dominica","DMA",1772,,,,,,,
"Dominica","DMA",1773,,,,,,,
"Dominica","DMA",1774,,,,,,,
"Dominica","DMA",1775,,,,,,,
"Dominica","DMA",1776,,,,,,,
"Dominica","DMA",1777,,,,,,,
"Dominica","DMA",1778,,,,,,,
"Dominica","DMA",1779,,,,,,,
"Dominica","DMA",1780,,,,,,,
"Dominica","DMA",1781,,,,,,,
"Dominica","DMA",1782,,,,,,,
"Dominica","DMA",1783,,,,,,,
"Dominica","DMA",1784,,,,,,,
"Dominica","DMA",1785,,,,,,,
"Dominica","DMA",1786,,,,,,,
"Dominica","DMA",1787,,,,,,,
"Dominica","DMA",1788,,,,,,,
"Dominica","DMA",1789,,,,,,,
"Dominica","DMA",1790,,,,,,,
"Dominica","DMA",1791,,,,,,,
"Dominica","DMA",1792,,,,,,,
"Dominica","DMA",1793,,,,,,,
"Dominica","DMA",1794,,,,,,,
"Dominica","DMA",1795,,,,,,,
"Dominica","DMA",1796,,,,,,,
"Dominica","DMA",1797,,,,,,,
"Dominica","DMA",1798,,,,,,,
"Dominica","DMA",1799,,,,,,,
"Dominica","DMA",1800,,,,,,,
"Dominica","DMA",1801,,,,,,,
"Dominica","DMA",1802,,,,,,,
"Dominica","DMA",1803,,,,,,,
"Dominica","DMA",1804,,,,,,,
"Dominica","DMA",1805,,,,,,,
"Dominica","DMA",1806,,,,,,,
"Dominica","DMA",1807,,,,,,,
"Dominica","DMA",1808,,,,,,,
"Dominica","DMA",1809,,,,,,,
"Dominica","DMA",1810,,,,,,,
"Dominica","DMA",1811,,,,,,,
"Dominica","DMA",1812,,,,,,,
"Dominica","DMA",1813,,,,,,,
"Dominica","DMA",1814,,,,,,,
"Dominica","DMA",1815,,,,,,,
"Dominica","DMA",1816,,,,,,,
"Dominica","DMA",1817,,,,,,,
"Dominica","DMA",1818,,,,,,,
"Dominica","DMA",1819,,,,,,,
"Dominica","DMA",1820,,,,,,,
"Dominica","DMA",1821,,,,,,,
"Dominica","DMA",1822,,,,,,,
"Dominica","DMA",1823,,,,,,,
"Dominica","DMA",1824,,,,,,,
"Dominica","DMA",1825,,,,,,,
"Dominica","DMA",1826,,,,,,,
"Dominica","DMA",1827,,,,,,,
"Dominica","DMA",1828,,,,,,,
"Dominica","DMA",1829,,,,,,,
"Dominica","DMA",1830,,,,,,,
"Dominica","DMA",1831,,,,,,,
"Dominica","DMA",1832,,,,,,,
"Dominica","DMA",1833,,,,,,,
"Dominica","DMA",1834,,,,,,,
"Dominica","DMA",1835,,,,,,,
"Dominica","DMA",1836,,,,,,,
